SituationTitle,SituationID,Genre,Character,CharacterID,Entity,EntityID,Technology,Verb
Star Wars: Episode VII - The Force Awakens (Holograms for planning),3269,Narrative,Leia Skywalker Organa Solo,2159,NA,NA,NA,Informed
Star Wars: Episode VII - The Force Awakens (Holograms for planning),3269,Movie,C-3PO,2164,NA,NA,NA,Discussing
Star Wars: Episode VII - The Force Awakens (Holograms for planning),3269,Narrative,NA,NA,NA,NA,Holograms,Informing
Star Wars: Episode VII - The Force Awakens (Holograms for planning),3269,Movie,NA,NA,NA,NA,Holograms,Visualising
Star Wars: Episode VII - The Force Awakens (Holograms for planning),3269,Narrative,Leia Skywalker Organa Solo,2159,NA,NA,NA,Planning
Star Wars: Episode VII - The Force Awakens (Holograms for planning),3269,Movie,Leia Skywalker Organa Solo,2159,NA,NA,NA,Learning
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,Humans in general,2000356,NA,Amazed
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,Humans in general,2000356,NA,Amazed
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,NA,NA,Holograms,Revealing
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,NA,NA,Holograms,Revealing
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,Humans in general,2000356,NA,Feeling
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,Humans in general,2000356,NA,Feeling
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,NA,NA,Augmented reality,transmitted
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,NA,NA,Augmented reality,transmitted
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,Humans in general,2000356,NA,Watching
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,Humans in general,2000356,NA,Watching
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,NA,NA,Augmented reality,Displaying
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,NA,NA,Augmented reality,Displaying
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,NA,NA,Ocular implant,Revealing
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,NA,NA,Ocular implant,Revealing
Brave New World (optical implant memory holograms),3268,TV series or episode,John the Savage,1529,NA,NA,NA,Remembering
Brave New World (optical implant memory holograms),3268,Narrative,John the Savage,1529,NA,NA,NA,Remembering
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,NA,NA,Holograms,transmitted
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,NA,NA,Holograms,transmitted
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,Humans in general,2000356,NA,Enjoying
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,Humans in general,2000356,NA,Enjoying
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,NA,NA,Holograms,Displaying
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,NA,NA,Holograms,Displaying
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,Humans in general,2000356,NA,Experiencing
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,Humans in general,2000356,NA,Experiencing
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,NA,NA,Augmented reality,Revealing
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,NA,NA,Augmented reality,Revealing
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,NA,NA,Ocular implant,transmitted
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,NA,NA,Ocular implant,transmitted
Brave New World (optical implant memory holograms),3268,TV series or episode,John the Savage,1529,NA,NA,NA,Feeling
Brave New World (optical implant memory holograms),3268,Narrative,John the Savage,1529,NA,NA,NA,Feeling
Brave New World (optical implant memory holograms),3268,TV series or episode,NA,NA,NA,NA,Ocular implant,Displaying
Brave New World (optical implant memory holograms),3268,Narrative,NA,NA,NA,NA,Ocular implant,Displaying
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,Humans in general,2000356,NA,Labeled
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,Humans in general,2000356,NA,Labeled
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,NA,NA,Augmented reality,Visualising
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,NA,NA,Augmented reality,Visualising
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,NA,NA,Ocular implant,Classifying
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,NA,NA,Ocular implant,Classifying
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,NA,NA,Augmented reality,Displaying
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,NA,NA,Augmented reality,Displaying
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,NA,NA,Ocular implant,Visualising
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,NA,NA,Ocular implant,Visualising
Brave New World (optical implant overwhelm),3267,Narrative,John the Savage,1529,NA,NA,NA,Resisting
Brave New World (optical implant overwhelm),3267,TV series or episode,John the Savage,1529,NA,NA,NA,Resisting
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,NA,NA,Ocular implant,Displaying
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,NA,NA,Ocular implant,Displaying
Brave New World (optical implant overwhelm),3267,Narrative,John the Savage,1529,NA,NA,NA,Overwhelmed
Brave New World (optical implant overwhelm),3267,TV series or episode,John the Savage,1529,NA,NA,NA,Overwhelmed
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,NA,NA,Augmented reality,Overwhelming
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,NA,NA,Augmented reality,Overwhelming
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,Humans in general,2000356,NA,Classified
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,Humans in general,2000356,NA,Classified
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,NA,NA,Augmented reality,Labeling
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,NA,NA,Augmented reality,Labeling
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,NA,NA,Ocular implant,Overwhelming
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,NA,NA,Ocular implant,Overwhelming
Brave New World (optical implant overwhelm),3267,Narrative,John the Savage,1529,NA,NA,NA,Scared
Brave New World (optical implant overwhelm),3267,TV series or episode,John the Savage,1529,NA,NA,NA,Scared
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,NA,NA,Ocular implant,Labeling
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,NA,NA,Ocular implant,Labeling
Brave New World (optical implant overwhelm),3267,Narrative,John the Savage,1529,NA,NA,NA,Running
Brave New World (optical implant overwhelm),3267,TV series or episode,John the Savage,1529,NA,NA,NA,Running
Brave New World (optical implant overwhelm),3267,Narrative,NA,NA,NA,NA,Augmented reality,Classifying
Brave New World (optical implant overwhelm),3267,TV series or episode,NA,NA,NA,NA,Augmented reality,Classifying
Sight (Daphne discovers the pick-up app),3266,Online video,NA,NA,NA,NA,Augmented reality,Revealed
Sight (Daphne discovers the pick-up app),3266,Narrative,Daphne W (Sight),3262,NA,NA,NA,Controlled
Sight (Daphne discovers the pick-up app),3266,Online video,Daphne W (Sight),3262,NA,NA,NA,Discovering
Sight (Daphne discovers the pick-up app),3266,Online video,Patrick (Sight),3263,NA,NA,NA,Controlling
Sight (Daphne discovers the pick-up app),3266,Narrative,Daphne W (Sight),3262,NA,NA,NA,Yelling
Sight (Daphne discovers the pick-up app),3266,Narrative,NA,NA,NA,NA,Augmented reality,Revealed
Sight (Daphne discovers the pick-up app),3266,Online video,Daphne W (Sight),3262,NA,NA,NA,Exploited
Sight (Daphne discovers the pick-up app),3266,Narrative,Daphne W (Sight),3262,NA,NA,NA,Discovering
Sight (Daphne discovers the pick-up app),3266,Narrative,Patrick (Sight),3263,NA,NA,NA,Controlling
Sight (Daphne discovers the pick-up app),3266,Online video,Daphne W (Sight),3262,NA,NA,NA,Stopped
Sight (Daphne discovers the pick-up app),3266,Online video,NA,NA,NA,NA,Augmented reality,Hacked
Sight (Daphne discovers the pick-up app),3266,Narrative,Daphne W (Sight),3262,NA,NA,NA,Exploited
Sight (Daphne discovers the pick-up app),3266,Online video,Daphne W (Sight),3262,NA,NA,NA,Understanding
Sight (Daphne discovers the pick-up app),3266,Online video,Patrick (Sight),3263,NA,NA,NA,Exploiting
Sight (Daphne discovers the pick-up app),3266,Narrative,Daphne W (Sight),3262,NA,NA,NA,Stopped
Sight (Daphne discovers the pick-up app),3266,Narrative,NA,NA,NA,NA,Augmented reality,Hacked
Sight (Daphne discovers the pick-up app),3266,Online video,Patrick (Sight),3263,NA,NA,NA,Hacking
Sight (Daphne discovers the pick-up app),3266,Narrative,Daphne W (Sight),3262,NA,NA,NA,Understanding
Sight (Daphne discovers the pick-up app),3266,Narrative,Patrick (Sight),3263,NA,NA,NA,Exploiting
Sight (Daphne discovers the pick-up app),3266,Online video,Daphne W (Sight),3262,NA,NA,NA,Controlled
Sight (Daphne discovers the pick-up app),3266,Narrative,Patrick (Sight),3263,NA,NA,NA,Hacking
Sight (Daphne discovers the pick-up app),3266,Online video,Daphne W (Sight),3262,NA,NA,NA,Yelling
Sight (Patrick manipulates Daphne),3265,Narrative,NA,NA,NA,NA,Augmented reality,Analysing
Sight (Patrick manipulates Daphne),3265,Narrative,NA,NA,NA,NA,Emotion recognition,Suggesting
Sight (Patrick manipulates Daphne),3265,Online video,NA,NA,NA,NA,Augmented reality,Exposing
Sight (Patrick manipulates Daphne),3265,Narrative,Daphne W (Sight),3262,NA,NA,NA,Talking
Sight (Patrick manipulates Daphne),3265,Online video,Daphne W (Sight),3262,NA,NA,NA,Manipulated
Sight (Patrick manipulates Daphne),3265,Narrative,Patrick (Sight),3263,NA,NA,NA,Enjoying
Sight (Patrick manipulates Daphne),3265,Narrative,NA,NA,NA,NA,Augmented reality,Classifying
Sight (Patrick manipulates Daphne),3265,Online video,NA,NA,NA,NA,Augmented reality,Suggesting
Sight (Patrick manipulates Daphne),3265,Narrative,Daphne W (Sight),3262,NA,NA,NA,Enjoying
Sight (Patrick manipulates Daphne),3265,Online video,NA,NA,NA,NA,Emotion recognition,Exposing
Sight (Patrick manipulates Daphne),3265,Narrative,Patrick (Sight),3263,NA,NA,NA,Manipulating
Sight (Patrick manipulates Daphne),3265,Online video,Patrick (Sight),3263,NA,NA,NA,Talking
Sight (Patrick manipulates Daphne),3265,Narrative,NA,NA,NA,NA,Augmented reality,Exposing
Sight (Patrick manipulates Daphne),3265,Narrative,NA,NA,NA,NA,Emotion recognition,Classifying
Sight (Patrick manipulates Daphne),3265,Online video,NA,NA,NA,NA,Emotion recognition,Suggesting
Sight (Patrick manipulates Daphne),3265,Online video,Patrick (Sight),3263,NA,NA,NA,Playing
Sight (Patrick manipulates Daphne),3265,Online video,Daphne W (Sight),3262,NA,NA,NA,Talking
Sight (Patrick manipulates Daphne),3265,Narrative,NA,NA,NA,NA,Augmented reality,Suggesting
Sight (Patrick manipulates Daphne),3265,Narrative,NA,NA,NA,NA,Emotion recognition,Revealing
Sight (Patrick manipulates Daphne),3265,Online video,NA,NA,NA,NA,Augmented reality,Classifying
Sight (Patrick manipulates Daphne),3265,Narrative,Daphne W (Sight),3262,NA,NA,NA,Classified
Sight (Patrick manipulates Daphne),3265,Online video,Daphne W (Sight),3262,NA,NA,NA,Enjoying
Sight (Patrick manipulates Daphne),3265,Narrative,Patrick (Sight),3263,NA,NA,NA,Talking
Sight (Patrick manipulates Daphne),3265,Narrative,NA,NA,NA,NA,Emotion recognition,Analysing
Sight (Patrick manipulates Daphne),3265,Online video,NA,NA,NA,NA,Augmented reality,Revealing
Sight (Patrick manipulates Daphne),3265,Narrative,Daphne W (Sight),3262,NA,NA,NA,Exposed
Sight (Patrick manipulates Daphne),3265,Online video,NA,NA,NA,NA,Emotion recognition,Classifying
Sight (Patrick manipulates Daphne),3265,Narrative,Patrick (Sight),3263,NA,NA,NA,Playing
Sight (Patrick manipulates Daphne),3265,Online video,NA,NA,NA,NA,Augmented reality,Analysing
Sight (Patrick manipulates Daphne),3265,Narrative,Daphne W (Sight),3262,NA,NA,NA,Manipulated
Sight (Patrick manipulates Daphne),3265,Online video,NA,NA,NA,NA,Emotion recognition,Revealing
Sight (Patrick manipulates Daphne),3265,Online video,Patrick (Sight),3263,NA,NA,NA,Enjoying
Sight (Patrick manipulates Daphne),3265,Online video,Daphne W (Sight),3262,NA,NA,NA,Classified
Sight (Patrick manipulates Daphne),3265,Narrative,NA,NA,NA,NA,Augmented reality,Revealing
Sight (Patrick manipulates Daphne),3265,Narrative,NA,NA,NA,NA,Emotion recognition,Exposing
Sight (Patrick manipulates Daphne),3265,Online video,NA,NA,NA,NA,Emotion recognition,Analysing
Sight (Patrick manipulates Daphne),3265,Online video,Patrick (Sight),3263,NA,NA,NA,Manipulating
Sight (Patrick manipulates Daphne),3265,Online video,Daphne W (Sight),3262,NA,NA,NA,Exposed
Emily Eternal (Jason ignores Emily),3258,Narrative,Emily,3251,NA,NA,NA,Frustrated
Emily Eternal (Jason ignores Emily),3258,Novel,Emily,3251,NA,NA,NA,Frustrated
Emily Eternal (Jason ignores Emily),3258,Narrative,NA,NA,NA,NA,Augmented reality,Ignored
Emily Eternal (Jason ignores Emily),3258,Novel,NA,NA,NA,NA,Augmented reality,Ignored
Emily Eternal (Jason ignores Emily),3258,Narrative,Jason Hatta,3257,NA,NA,NA,Refusing
Emily Eternal (Jason ignores Emily),3258,Novel,Jason Hatta,3257,NA,NA,NA,Refusing
Emily Eternal (Jason ignores Emily),3258,Narrative,Emily,3251,NA,NA,NA,Asking
Emily Eternal (Jason ignores Emily),3258,Novel,Emily,3251,NA,NA,NA,Asking
Emily Eternal (Jason ignores Emily),3258,Narrative,Emily,3251,NA,NA,NA,Ignored
Emily Eternal (Jason ignores Emily),3258,Novel,Emily,3251,NA,NA,NA,Ignored
Emily Eternal (Jason ignores Emily),3258,Narrative,Jason Hatta,3257,NA,NA,NA,Controlling
Emily Eternal (Jason ignores Emily),3258,Novel,Jason Hatta,3257,NA,NA,NA,Controlling
Emily Eternal (Jason ignores Emily),3258,Narrative,Jason Hatta,3257,NA,NA,NA,Ignoring
Emily Eternal (Jason ignores Emily),3258,Novel,Jason Hatta,3257,NA,NA,NA,Ignoring
Emily Eternal (Simulation of world),3256,Narrative,NA,NA,NA,NA,Surveillance cameras,Displaying
Emily Eternal (Simulation of world),3256,Narrative,Emily,3251,NA,NA,NA,Disempowered
Emily Eternal (Simulation of world),3256,Novel,NA,NA,NA,NA,Surveillance cameras,Displaying
Emily Eternal (Simulation of world),3256,Novel,Emily,3251,NA,NA,NA,Disempowered
Emily Eternal (Simulation of world),3256,Narrative,NA,NA,NA,NA,Surveillance cameras,Flawed
Emily Eternal (Simulation of world),3256,Narrative,Emily,3251,NA,NA,NA,Scared
Emily Eternal (Simulation of world),3256,Novel,NA,NA,NA,NA,Surveillance cameras,Flawed
Emily Eternal (Simulation of world),3256,Narrative,Emily,3251,NA,NA,NA,Watching
Emily Eternal (Simulation of world),3256,Novel,Emily,3251,NA,NA,NA,Scared
Emily Eternal (Simulation of world),3256,Novel,Emily,3251,NA,NA,NA,Watching
Emily Eternal (Interface chip),3253,Narrative,Regina,3254,NA,NA,NA,Manipulated
Emily Eternal (Interface chip),3253,Novel,Regina,3254,NA,NA,NA,Manipulated
Emily Eternal (Interface chip),3253,Narrative,Emily,3251,NA,NA,NA,Helping
Emily Eternal (Interface chip),3253,Novel,Emily,3251,NA,NA,NA,Helping
Emily Eternal (Interface chip),3253,Narrative,NA,NA,NA,NA,Augmented reality,Seen
Emily Eternal (Interface chip),3253,Novel,NA,NA,NA,NA,Augmented reality,Seen
Emily Eternal (Interface chip),3253,Narrative,Emily,3251,NA,NA,NA,Seen
Emily Eternal (Interface chip),3253,Novel,Emily,3251,NA,NA,NA,Seen
Emily Eternal (Interface chip),3253,Narrative,NA,NA,NA,NA,Augmented reality,Manipulating
Emily Eternal (Interface chip),3253,Novel,NA,NA,NA,NA,Augmented reality,Manipulating
Emily Eternal (Interface chip),3253,Novel,Regina,3254,NA,NA,NA,Helped
Emily Eternal (Interface chip),3253,Narrative,Regina,3254,NA,NA,NA,Helped
Emily Eternal (Interface chip),3253,Narrative,NA,NA,NA,NA,AI,Seen
Emily Eternal (Interface chip),3253,Novel,NA,NA,NA,NA,AI,Seen
Emily Eternal (Interface chip),3253,Narrative,Regina,3254,NA,NA,NA,Communicating
Emily Eternal (Interface chip),3253,Novel,Regina,3254,NA,NA,NA,Communicating
Emily Eternal (Interface chip),3253,Narrative,NA,NA,NA,NA,AI,Manipulating
Emily Eternal (Interface chip),3253,Novel,NA,NA,NA,NA,AI,Manipulating
Emily Eternal (Interface chip),3253,Narrative,NA,NA,NA,NA,Augmented reality,Communicating
Emily Eternal (Interface chip),3253,Novel,NA,NA,NA,NA,Augmented reality,Communicating
Emily Eternal (Interface chip),3253,Narrative,Emily,3251,NA,NA,NA,Communicating
Emily Eternal (Interface chip),3253,Novel,Emily,3251,NA,NA,NA,Communicating
Emily Eternal (Interface chip),3253,Narrative,NA,NA,NA,NA,Augmented reality,Interacting
Emily Eternal (Interface chip),3253,Novel,NA,NA,NA,NA,Augmented reality,Interacting
Emily Eternal (Interface chip),3253,Narrative,Emily,3251,NA,NA,NA,Manipulating
Emily Eternal (Interface chip),3253,Novel,Emily,3251,NA,NA,NA,Manipulating
Emily Eternal (Interface chip),3253,Narrative,NA,NA,NA,NA,AI,Communicating
Emily Eternal (Interface chip),3253,Novel,NA,NA,NA,NA,AI,Communicating
Emily Eternal (Interface chip),3253,Narrative,Regina,3254,NA,NA,NA,Sensing
Emily Eternal (Interface chip),3253,Novel,Regina,3254,NA,NA,NA,Sensing
Emily Eternal (Interface chip),3253,Narrative,NA,NA,NA,NA,AI,Interacting
Emily Eternal (Interface chip),3253,Novel,NA,NA,NA,NA,AI,Interacting
>observer_ (Neural police analysing mind VR),3249,Game,NA,NA,NA,NA,Virtual reality,Disorienting
>observer_ (Neural police analysing mind VR),3249,Game,NA,NA,NA,NA,Virtual reality,Navigated
>observer_ (Neural police analysing mind VR),3249,Game,Daniel Lazarski,1011,NA,NA,NA,Disoriented
>observer_ (Neural police analysing mind VR),3249,Game,Daniel Lazarski,1011,NA,NA,NA,Investigating
>observer_ (Neural police analysing mind VR),3249,Game,NA,NA,NA,NA,Virtual reality,Simulating
>observer_ (Neural police analysing mind VR),3249,Game,NA,NA,NA,NA,Virtual reality,Glitching
>observer_ (Neural police analysing mind VR),3249,Game,Daniel Lazarski,1011,NA,NA,NA,Navigating
NieR: Automata (Fighting AI in hacking space),3248,Game,Red Girls,2733,NA,NA,NA,Outsmarted
NieR: Automata (Fighting AI in hacking space),3248,Game,A2,3247,NA,NA,NA,Hacking
NieR: Automata (Fighting AI in hacking space),3248,Game,Red Girls,2733,NA,NA,NA,Fighting
NieR: Automata (Fighting AI in hacking space),3248,Game,A2,3247,NA,NA,NA,Navigating
NieR: Automata (Fighting AI in hacking space),3248,Game,NA,NA,NA,NA,Virtual reality,Navigated
NieR: Automata (Fighting AI in hacking space),3248,Game,NA,NA,NA,NA,AI,Hacked
NieR: Automata (Fighting AI in hacking space),3248,Game,A2,3247,NA,NA,NA,Fighting
NieR: Automata (Fighting AI in hacking space),3248,Game,Red Girls,2733,NA,NA,NA,Arguing
NieR: Automata (Fighting AI in hacking space),3248,Game,A2,3247,NA,NA,NA,Transporting
NieR: Automata (Fighting AI in hacking space),3248,Game,Red Girls,2733,NA,NA,NA,Projected
NieR: Automata (Fighting AI in hacking space),3248,Game,NA,NA,NA,NA,Virtual reality,Transporting
NieR: Automata (Fighting AI in hacking space),3248,Game,NA,NA,NA,NA,AI,Transforming
NieR: Automata (Fighting AI in hacking space),3248,Game,A2,3247,NA,NA,NA,Outsmarting
Tacoma (AR motion tracking),3246,Game,NA,NA,NA,NA,Motion tracking,Scanning
Tacoma (AR motion tracking),3246,Game,"Amitjyoti ""Amy"" Ferrier",1695,NA,NA,NA,Registered
Tacoma (AR motion tracking),3246,Game,"Amitjyoti ""Amy"" Ferrier",1695,NA,NA,NA,Tracked
Tacoma (AR motion tracking),3246,Game,NA,NA,NA,NA,Motion tracking,Registering
Tacoma (AR motion tracking),3246,Game,NA,NA,NA,NA,Motion tracking,Tracking
Tacoma (AR motion tracking),3246,Game,"Amitjyoti ""Amy"" Ferrier",1695,NA,NA,NA,Scanned
Tacoma (AR motion tracking),3246,Game,"Amitjyoti ""Amy"" Ferrier",1695,NA,NA,NA,Signing
Tacoma (AR motion tracking),3246,Game,NA,NA,NA,NA,Augmented reality,Visualising
Deus Ex: Human Revolution (Avoiding security cameras),3245,Game,Adam Jensen,2854,NA,NA,NA,Disabling
Deus Ex: Human Revolution (Avoiding security cameras),3245,Game,Adam Jensen,2854,NA,NA,NA,Avoiding
Deus Ex: Human Revolution (Avoiding security cameras),3245,Game,NA,NA,NA,NA,Surveillance cameras,Hacked
Deus Ex: Human Revolution (Avoiding security cameras),3245,Game,Adam Jensen,2854,NA,NA,NA,Hacking
Deus Ex: Human Revolution (Avoiding security cameras),3245,Game,NA,NA,NA,NA,Surveillance cameras,Alerting
Deus Ex: Human Revolution (Avoiding security cameras),3245,Game,NA,NA,NA,NA,Surveillance cameras,Disabled
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,NA,NA,Ocular implant,Helping
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,Humans in general,2000356,NA,Classified
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,NA,NA,Body scans,Suggesting
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,Humans in general,2000356,NA,Scanned
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,NA,NA,Body scans,Scanning
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,NA,NA,Ocular implant,Suggesting
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,Adam Jensen,2854,NA,NA,NA,Conversating
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,NA,NA,Ocular implant,Scanning
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,Adam Jensen,2854,NA,NA,NA,Upgraded
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,Humans in general,2000356,NA,Conversating
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,NA,NA,Body scans,Classifying
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,Humans in general,2000356,NA,Analysed
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,NA,NA,Body scans,Analysing
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,NA,NA,Ocular implant,Classifying
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,NA,NA,Body scans,Helping
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,NA,NA,NA,NA,Ocular implant,Analysing
Deus Ex: Human Revolution (CASIE implant conversation analyses),3244,Game,Adam Jensen,2854,NA,NA,NA,Helped
Remember Me (Learning from Remembrane holograms),3243,Game,NA,NA,NA,NA,Augmented reality,Displayed
Remember Me (Learning from Remembrane holograms),3243,Game,Nilin,621,NA,NA,NA,Learning
Remember Me (Learning from Remembrane holograms),3243,Game,NA,NA,NA,NA,Holograms,Followed
Remember Me (Learning from Remembrane holograms),3243,Game,NA,NA,NA,NA,Augmented reality,Followed
Remember Me (Learning from Remembrane holograms),3243,Game,Nilin,621,NA,NA,NA,Following
Remember Me (Learning from Remembrane holograms),3243,Game,Nilin,621,NA,NA,NA,Watching
Remember Me (Learning from Remembrane holograms),3243,Game,NA,NA,NA,NA,Holograms,Displayed
Borderlands 3 (SNTL drone),3241,Game,NA,NA,NA,NA,Drones,Ordered
Borderlands 3 (SNTL drone),3241,Game,Zane,2927,NA,NA,NA,Helped
Borderlands 3 (SNTL drone),3241,Game,Zane,2927,NA,NA,NA,Deploying
Borderlands 3 (SNTL drone),3241,Game,NA,NA,NA,NA,Drones,Limited
Borderlands 3 (SNTL drone),3241,Game,NA,NA,NA,NA,Drones,Helping
Borderlands 3 (SNTL drone),3241,Game,NA,NA,NA,NA,Drones,Deployed
Borderlands 3 (SNTL drone),3241,Game,Zane,2927,NA,NA,NA,Ordering
Borderlands 3 (SNTL drone),3241,Game,NA,NA,NA,NA,Drones,Shooting
Call of Duty 4: Modern Warfare (Sniper rifle 900m zoom),3238,Game,NA,NA,NA,NA,MicroscopeOrTelescope,Zooming
